indicator_code,indicator_name,year,start_year,end_year,dimension_type,dimension_code,dimension_name,numeric,value
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2011,2011,2011,SEX,SEX_MLE,Male,18.124764516,18.1 [13.7-23.1]
CM_01,Number of under-five deaths,1996,1996,1996,SEX,SEX_BTSX,Both sexes,207760.0,207 760 [191 447-224 576]
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2021,2021,2021,SEX,SEX_BTSX,Both sexes,19.303536712,19.3 [14.7-26.2]
MORT_100,"Number of deaths in children aged <5 years, by cause",2011,2011,2011,SEX,SEX_BTSX,Both sexes,40783.88263,40783.9
MORT_100,"Number of deaths in children aged <5 years, by cause",2021,2021,2021,SEX,SEX_BTSX,Both sexes,56.854,56.9
MORT_100,"Number of deaths in children aged <5 years, by cause",2011,2011,2011,SEX,SEX_BTSX,Both sexes,3939.1426,3939.1
CM_02,Number of infant deaths,1983,1983,1983,SEX,SEX_FMLE,Female,172319.0,172 319 [157 724-187 143]
CM_01,Number of under-five deaths,1991,1991,1991,SEX,SEX_MLE,Male,471333.0,471 333 [440 234-504 272]
MORT_100,"Number of deaths in children aged <5 years, by cause",2019,2019,2019,SEX,SEX_BTSX,Both sexes,41580.216110246,41 580
MORT_200,Deaths per 1 000 live births,2001,2001,2001,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,3.1545,3.2
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1990,1990,1990,SEX,SEX_MLE,Male,16.937194245,16.9 [11.6-23.9]
MORT_100,"Number of deaths in children aged <5 years, by cause",2019,2019,2019,SEX,SEX_BTSX,Both sexes,1362.02363,1362.0
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,12.23827,12.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,2014,2014,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.05166,0.1
MORT_100,"Number of deaths in children aged <5 years, by cause",2014,2014,2014,SEX,SEX_BTSX,Both sexes,14255.6882,14255.7
MORT_100,"Number of deaths in children aged <5 years, by cause",2019,2019,2019,SEX,SEX_BTSX,Both sexes,10895.350891113,10 895
MORT_300,Distribution of causes of death among children aged < 5 years (%),2000,2000,2000,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.15091,0.2
MORT_100,"Number of deaths in children aged <5 years, by cause",2004,2004,2004,SEX,SEX_BTSX,Both sexes,34985.8501,34985.9
MORT_200,Deaths per 1 000 live births,2010,2010,2010,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,1.49288,1.5
MORT_200,Deaths per 1 000 live births,2008,2008,2008,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,5.31923,5.3
MORT_100,"Number of deaths in children aged <5 years, by cause",2020,2020,2020,SEX,SEX_BTSX,Both sexes,1370.29009,1370.3
MORT_100,"Number of deaths in children aged <5 years, by cause",2007,2007,2007,SEX,SEX_BTSX,Both sexes,32042.354492188,32 042
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1998,1998,1998,SEX,SEX_FMLE,Female,15441.0,15 441 [8952-22 584]
MORT_100,"Number of deaths in children aged <5 years, by cause",2003,2003,2003,SEX,SEX_BTSX,Both sexes,69352.60982,69352.6
MORT_300,Distribution of causes of death among children aged < 5 years (%),2012,2012,2012,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.05944,0.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2001,2001,2001,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.19061,0.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),2012,2012,2012,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02683,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2008,2008,2008,SEX,SEX_BTSX,Both sexes,227.80949,227.8
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2007,2007,2007,SEX,SEX_MLE,Male,9.868919952,9.9 [8.2-11.8]
WHOSIS_000014,Stillbirth rate (per 1000 total births),2022,2022,2022,SEX,SEX_BTSX,Both sexes,24.245260842,24.2 [14.6-40.6]
CM_01,Number of under-five deaths,2022,2022,2022,SEX,SEX_FMLE,Female,366318.0,366 318 [261 469-520 806]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2023,2023,2023,SEX,SEX_MLE,Male,15.056258426,15.1 [9.1-24.4]
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1999,1999,1999,SEX,SEX_MLE,Male,32.323123449,32.3 [28.6-36.6]
CM_01,Number of under-five deaths,2013,2013,2013,SEX,SEX_BTSX,Both sexes,199564.0,199 564 [176 413-226 435]
MORT_200,Deaths per 1 000 live births,2015,2015,2015,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,11.0775,11.1
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2015,2015,2015,SEX,SEX_BTSX,Both sexes,166.262492907,166.3 [142.2-195.5]
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2011,2011,2011,SEX,SEX_BTSX,Both sexes,113501.0,113 501 [99 826-129 125]
MORT_200,Deaths per 1 000 live births,2006,2006,2006,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,21.31461,21.3
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2014,2014,2014,SEX,SEX_MLE,Male,19330.0,19 330 [8647-31 391]
WHOSIS_000014,Stillbirth rate (per 1000 total births),2006,2006,2006,SEX,SEX_BTSX,Both sexes,27.50751404,27.5 [16.7-45.8]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,2004,2004,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.02674,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2001,2001,2001,SEX,SEX_BTSX,Both sexes,17213.84866333,17 214
MORT_200,Deaths per 1 000 live births,2000,2000,2000,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.04145,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2003,2003,2003,SEX,SEX_BTSX,Both sexes,11573.10599,11573.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2012,2012,2012,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.32242,0.3
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2008,2008,2008,SEX,SEX_FMLE,Female,8.435370117,8.4 [4.8-12.2]
CM_03,Number of neonatal deaths,1998,1998,1998,SEX,SEX_BTSX,Both sexes,249286.0,249 286 [224 061-276 440]
MORT_200,Deaths per 1 000 live births,2005,2005,2005,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,2.09859,2.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2000,2000,2000,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.10215,0.1
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1992,1992,1992,SEX,SEX_MLE,Male,17197.0,17 197 [12 100-23 668]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,2004,2004,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00107,0
CM_02,Number of infant deaths,1975,1975,1975,SEX,SEX_BTSX,Both sexes,372456.0,372 456 [337 667-411 838]
CM_02,Number of infant deaths,2005,2005,2005,SEX,SEX_FMLE,Female,227501.0,227 501 [212 254-243 865]
MORT_200,Deaths per 1 000 live births,2007,2007,2007,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,3.658,3.7
CM_04,Number of deaths among children ages 5 to 9 years,2022,2022,2022,SEX,SEX_BTSX,Both sexes,78333.0,78 333 [62 123-93 547]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1990,1990,1990,SEX,SEX_MLE,Male,33046.0,33 046 [22 925-43 929]
CM_02,Number of infant deaths,2012,2012,2012,SEX,SEX_FMLE,Female,230418.0,230 418 [207 125-256 660]
MORT_200,Deaths per 1 000 live births,2010,2010,2010,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,2.98263,3
MORT_100,"Number of deaths in children aged <5 years, by cause",2005,2005,2005,SEX,SEX_BTSX,Both sexes,94.73233,94.7
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1996,1996,1996,SEX,SEX_BTSX,Both sexes,33.566489911,33.6 [29.7-38.2]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2018,2018,2018,SEX,SEX_FMLE,Female,13.902095843,13.9 [9.0-20.5]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2010,2010,2010,SEX,SEX_FMLE,Female,32214.0,32 214 [24 560-40 834]
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,2.72594,2.7
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2021,2021,2021,SEX,SEX_MLE,Male,62320.0,62 320 [48 304-84 224]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2019,2019,2019,SEX,SEX_BTSX,Both sexes,66.110975576,66.1 [52.1-85.5]
MORT_200,Deaths per 1 000 live births,2008,2008,2008,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,14.54389,14.5
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2000,2000,2000,SEX,SEX_FMLE,Female,17491.0,17 491 [13 996-21 594]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1994,1994,1994,SEX,SEX_BTSX,Both sexes,26.718595243,26.7 [20.2-34.1]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2017,2017,2017,SEX,SEX_MLE,Male,9.211087784,9.2 [6.8-12.4]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1984,1984,1984,SEX,SEX_MLE,Male,215.90408269,215.9 [199.4-233.1]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2004,2004,2004,SEX,SEX_BTSX,Both sexes,11.200259872,11.2 [9.4-13.3]
CM_02,Number of infant deaths,1969,1969,1969,SEX,SEX_BTSX,Both sexes,379703.0,379 703 [341 784-424 762]
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,1991,1991,1991,SEX,SEX_MLE,Male,54147.0,54 147 [47 270-62 216]
MORT_200,Deaths per 1 000 live births,2016,2016,2016,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.00808,0
CM_04,Number of deaths among children ages 5 to 9 years,1991,1991,1991,SEX,SEX_MLE,Male,37878.0,37 878 [32 811-44 288]
CM_04,Number of deaths among children ages 5 to 9 years,2001,2001,2001,SEX,SEX_MLE,Male,38606.0,38 606 [34 490-43 486]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1992,1992,1992,SEX,SEX_BTSX,Both sexes,105.841183259,105.8 [99.1-113.0]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,2014,2014,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.04326,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2007,2007,2007,SEX,SEX_BTSX,Both sexes,25740.58442,25740.6
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),1998,1998,1998,SEX,SEX_FMLE,Female,33084.0,33 084 [25 380-41 404]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2003,2003,2003,SEX,SEX_BTSX,Both sexes,31829.0,31 829 [19 367-44 763]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2011,2011,2011,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.01881,0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1974,1974,1974,SEX,SEX_FMLE,Female,119.5683129,119.6 [107.1-133.8]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2005,2005,2005,SEX,SEX_FMLE,Female,17.577730822,17.6 [15.7-19.7]
CM_01,Number of under-five deaths,1983,1983,1983,SEX,SEX_BTSX,Both sexes,751832.0,751 832 [693 126-811 516]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007,2007,2007,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.00897,0
MORT_200,Deaths per 1 000 live births,2010,2010,2010,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,1.29474,1.3
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2006,2006,2006,SEX,SEX_FMLE,Female,32501.0,32 501 [25 688-39 788]
CM_01,Number of under-five deaths,1995,1995,1995,SEX,SEX_BTSX,Both sexes,943435.0,943 435 [885 807-1 006 293]
CM_04,Number of deaths among children ages 5 to 9 years,1990,1990,1990,SEX,SEX_FMLE,Female,34894.0,34 894 [29 999-41 021]
CM_01,Number of under-five deaths,1985,1985,1985,SEX,SEX_BTSX,Both sexes,781047.0,781 047 [723 668-839 711]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1970,1970,1970,SEX,SEX_FMLE,Female,274.036842793,274.0 [245.4-308.9]
MORT_200,Deaths per 1 000 live births,2010,2010,2010,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,21.17449,21.2
MORT_100,"Number of deaths in children aged <5 years, by cause",2015,2015,2015,SEX,SEX_BTSX,Both sexes,1255.41613,1255.4
CM_01,Number of under-five deaths,2016,2016,2016,SEX,SEX_BTSX,Both sexes,91354.0,91 354 [75 706-111 368]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1973,1973,1973,SEX,SEX_BTSX,Both sexes,260.481825791,260.5 [234.7-290.6]
MORT_200,Deaths per 1 000 live births,2017,2017,2017,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,11.96108,12
MORT_100,"Number of deaths in children aged <5 years, by cause",2021,2021,2021,SEX,SEX_BTSX,Both sexes,48779.09332,48779.1
CM_01,Number of under-five deaths,1973,1973,1973,SEX,SEX_FMLE,Female,329994.0,329 994 [296 759-368 572]
MORT_200,Deaths per 1 000 live births,2007,2007,2007,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,2.57287,2.6
MORT_300,Distribution of causes of death among children aged < 5 years (%),2003,2003,2003,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.14553,0.1
MORT_300,Distribution of causes of death among children aged < 5 years (%),2013,2013,2013,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01346,0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2006,2006,2006,SEX,SEX_BTSX,Both sexes,19.715162047,19.7 [15.7-24.0]
CM_01,Number of under-five deaths,2021,2021,2021,SEX,SEX_MLE,Male,428789.0,428 789 [316 967-592 773]
CM_02,Number of infant deaths,1992,1992,1992,SEX,SEX_BTSX,Both sexes,465283.0,465 283 [435 920-496 251]
CM_04,Number of deaths among children ages 5 to 9 years,2020,2020,2020,SEX,SEX_MLE,Male,42247.0,42 247 [33 667-50 596]
CM_02,Number of infant deaths,1965,1965,1965,SEX,SEX_FMLE,Female,174650.0,174 650 [151 627-201 046]
CM_04,Number of deaths among children ages 5 to 9 years,1998,1998,1998,SEX,SEX_FMLE,Female,34917.0,34 917 [30 862-39 783]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2007,2007,2007,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.09661,0.1
MORT_100,"Number of deaths in children aged <5 years, by cause",2016,2016,2016,SEX,SEX_BTSX,Both sexes,41597.78426,41597.8
MORT_300,Distribution of causes of death among children aged < 5 years (%),2011,2011,2011,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.13019,0.1
MORT_100,"Number of deaths in children aged <5 years, by cause",2018,2018,2018,SEX,SEX_BTSX,Both sexes,6441.12208,6441.1
CM_01,Number of under-five deaths,2003,2003,2003,SEX,SEX_BTSX,Both sexes,161229.0,161 229 [146 976-176 676]
MORT_100,"Number of deaths in children aged <5 years, by cause",2009,2009,2009,SEX,SEX_BTSX,Both sexes,0.0,0.0
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),2007,2007,2007,SEX,SEX_BTSX,Both sexes,39.395929011,39.4 [35.0-43.9]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2012,2012,2012,SEX,SEX_BTSX,Both sexes,68010.0,68 010 [49 940-88 453]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2010,2010,2010,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01279,0
MORT_100,"Number of deaths in children aged <5 years, by cause",2019,2019,2019,SEX,SEX_BTSX,Both sexes,12862.30054,12862.3
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2022,2022,2022,SEX,SEX_BTSX,Both sexes,13.915231623,13.9 [8.2-22.1]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2008,2008,2008,SEX,SEX_MLE,Male,83.768874899,83.8 [77.3-90.6]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2005,2005,2005,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.04128,0
CM_02,Number of infant deaths,2011,2011,2011,SEX,SEX_MLE,Male,281882.0,281 882 [255 906-310 957]
MORT_100,"Number of deaths in children aged <5 years, by cause",2004,2004,2004,SEX,SEX_BTSX,Both sexes,11358.78815,11358.8
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2004,2004,2004,SEX,SEX_MLE,Male,28.616530871,28.6 [25.3-32.3]
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2011,2011,2011,SEX,SEX_FMLE,Female,31982.0,31 982 [23 986-40 953]
MORT_100,"Number of deaths in children aged <5 years, by cause",2019,2019,2019,SEX,SEX_BTSX,Both sexes,56986.628842113,56 987
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1995,1995,1995,SEX,SEX_MLE,Male,14.216350966,14.2 [10.6-18.7]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2011,2011,2011,SEX,SEX_MLE,Male,9.501544064,9.5 [7.7-11.6]
WHOSIS_000014,Stillbirth rate (per 1000 total births),2015,2015,2015,SEX,SEX_BTSX,Both sexes,26.866458907,26.9 [16.5-43.7]
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2013,2013,2013,SEX,SEX_BTSX,Both sexes,15.009103932,15.0 [13.0-17.1]
MORT_100,"Number of deaths in children aged <5 years, by cause",2000,2000,2000,SEX,SEX_BTSX,Both sexes,22226.419162032,22 226
CHILDMORT5TO14,Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2007,2007,2007,SEX,SEX_MLE,Male,26.90410487,26.9 [23.6-30.5]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1999,1999,1999,SEX,SEX_MLE,Male,195.839537381,195.8 [183.6-209.0]
CM_01,Number of under-five deaths,1974,1974,1974,SEX,SEX_BTSX,Both sexes,702620.0,702 620 [635 873-780 503]
CM_01,Number of under-five deaths,2019,2019,2019,SEX,SEX_BTSX,Both sexes,223956.0,223 956 [175 276-291 072]
CM_01,Number of under-five deaths,1977,1977,1977,SEX,SEX_FMLE,Female,328789.0,328 789 [298 380-361 563]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1998,1998,1998,SEX,SEX_BTSX,Both sexes,101.620972131,101.6 [95.4-108.3]
WHOSIS_000014,Stillbirth rate (per 1000 total births),2007,2007,2007,SEX,SEX_BTSX,Both sexes,27.146578256,27.1 [16.5-45.0]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2018,2018,2018,SEX,SEX_BTSX,Both sexes,60.557798599,60.6 [48.0-77.5]
MORT_300,Distribution of causes of death among children aged < 5 years (%),2002,2002,2002,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.04138,0
CM_04,Number of deaths among children ages 5 to 9 years,2012,2012,2012,SEX,SEX_MLE,Male,41222.0,41 222 [35 735-47 246]
MORT_100,"Number of deaths in children aged <5 years, by cause",2018,2018,2018,SEX,SEX_BTSX,Both sexes,10141.601882935,10 142
MORT_100,"Number of deaths in children aged <5 years, by cause",2002,2002,2002,SEX,SEX_BTSX,Both sexes,0.0,0.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),2005,2005,2005,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.01442,0
CHILDDEATH5TO14,Number of deaths among children 5 to 14 years of age,2016,2016,2016,SEX,SEX_BTSX,Both sexes,118562.0,118 562 [99 467-142 759]
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),1985,1985,1985,SEX,SEX_FMLE,Female,94.760787798,94.8 [87.4-102.5]
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2022,2022,2022,SEX,SEX_BTSX,Both sexes,117.406046156,117.4 [83.7-167.9]
MORT_200,Deaths per 1 000 live births,2014,2014,2014,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,4.41084,4.4
MORT_100,"Number of deaths in children aged <5 years, by cause",2014,2014,2014,SEX,SEX_BTSX,Both sexes,3066.16748,3066.2
MORT_300,Distribution of causes of death among children aged < 5 years (%),2014,2014,2014,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,0.00771,0
CM_01,Number of under-five deaths,2014,2014,2014,SEX,SEX_BTSX,Both sexes,92499.0,92 499 [79 465-108 057]
CM_01,Number of under-five deaths,2012,2012,2012,SEX,SEX_MLE,Male,487868.0,487 868 [439 666-543 884]
CM_04,Number of deaths among children ages 5 to 9 years,2023,2023,2023,SEX,SEX_FMLE,Female,36451.0,36 451 [28 048-44 657]
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),1996,1996,1996,SEX,SEX_FMLE,Female,14.403268233,14.4 [11.0-18.6]
MORT_100,"Number of deaths in children aged <5 years, by cause",2009,2009,2009,SEX,SEX_BTSX,Both sexes,3571.29832,3571.3
MORT_200,Deaths per 1 000 live births,2004,2004,2004,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years of age,11.37926,11.4
